timestamp,provider_id,provider_name,category,image_id,run_number,e2e_ms,inference_ms,throughput,ram_peak_mb,energy_mwh,model_size_mb,total_tokens,cost_usd,caption_text,model_name,success,error
2025-12-12 21:30:07,blip_onnx_local,BLIP (Local),Local,000000000139,1,700.400859,697.008008,1.427753817189422,32.53608703613281,,240.55968570709229,10,,"a living room with a television and a fire place",BLIP-base,1,""
2025-12-12 21:30:07,blip_onnx_local,BLIP (Local),Local,000000000139,2,696.111211,691.391875,1.436552068402185,29.641433715820312,,240.55968570709229,10,,"a living room with a television and a fire place",BLIP-base,1,""
2025-12-12 21:30:08,blip_onnx_local,BLIP (Local),Local,000000000139,3,706.527305,703.938633,1.4153734652902057,26.895233154296875,,240.55968570709229,10,,"a living room with a television and a fire place",BLIP-base,1,""
2025-12-12 21:30:09,blip_onnx_local,BLIP (Local),Local,000000000139,4,707.208282,702.192969,1.4140105898816382,29.641433715820312,,240.55968570709229,10,,"a living room with a television and a fire place",BLIP-base,1,""
2025-12-12 21:30:10,blip_onnx_local,BLIP (Local),Local,000000000139,5,729.492617,726.137305,1.370815792642902,32.50483703613281,,240.55968570709229,10,,"a living room with a television and a fire place",BLIP-base,1,""
2025-12-12 21:30:11,blip_onnx_local,BLIP (Local),Local,000000000285,1,646.162891,644.004063,1.5475973843877087,26.988983154296875,,240.55968570709229,8,,"a brown bear is sitting in the grass",BLIP-base,1,""
2025-12-12 21:30:11,blip_onnx_local,BLIP (Local),Local,000000000285,2,641.072578,636.435976,1.5598857825423942,9.144622802734375,,240.55968570709229,8,,"a brown bear is sitting in the grass",BLIP-base,1,""
2025-12-12 21:30:12,blip_onnx_local,BLIP (Local),Local,000000000285,3,631.498554,629.583242,1.5835349006990758,24.297470092773438,,240.55968570709229,8,,"a brown bear is sitting in the grass",BLIP-base,1,""
2025-12-12 21:30:13,blip_onnx_local,BLIP (Local),Local,000000000285,4,656.943398,652.834726,1.522201156209808,26.956939697265625,,240.55968570709229,8,,"a brown bear is sitting in the grass",BLIP-base,1,""
2025-12-12 21:30:14,blip_onnx_local,BLIP (Local),Local,000000000285,5,651.821641,647.785507,1.5341620116598738,27.949920654296875,,240.55968570709229,8,,"a brown bear is sitting in the grass",BLIP-base,1,""
2025-12-12 21:30:14,blip_onnx_local,BLIP (Local),Local,000000000632,1,689.775273,687.733477,1.4497475324836704,4.0117645263671875,,240.55968570709229,8,,"a bedroom with a bed and a window",BLIP-base,1,""
2025-12-12 21:30:15,blip_onnx_local,BLIP (Local),Local,000000000632,2,660.73332,658.206679,1.5134699124905642,3.9492645263671875,,240.55968570709229,8,,"a bedroom with a bed and a window",BLIP-base,1,""
2025-12-12 21:30:16,blip_onnx_local,BLIP (Local),Local,000000000632,3,664.721914,659.5831250000001,1.5043884953069262,3.9492645263671875,,240.55968570709229,8,,"a bedroom with a bed and a window",BLIP-base,1,""
2025-12-12 21:30:17,blip_onnx_local,BLIP (Local),Local,000000000632,4,664.902657,660.619609,1.5039795517015058,3.9492645263671875,,240.55968570709229,8,,"a bedroom with a bed and a window",BLIP-base,1,""
2025-12-12 21:30:17,blip_onnx_local,BLIP (Local),Local,000000000632,5,692.675352,687.9329299999999,1.4436777591589545,3.9492645263671875,,240.55968570709229,8,,"a bedroom with a bed and a window",BLIP-base,1,""
2025-12-12 21:30:18,blip_onnx_local,BLIP (Local),Local,000000000724,1,650.838203,648.837656,1.5364801810811957,4.0117645263671875,,240.55968570709229,7,,"a stop sign on a street corner",BLIP-base,1,""
2025-12-12 21:30:19,blip_onnx_local,BLIP (Local),Local,000000000724,2,648.077774,642.845507,1.5430246802446277,9.144622802734375,,240.55968570709229,7,,"a stop sign on a street corner",BLIP-base,1,""
