timestamp,provider_id,provider_name,category,image_id,run_number,e2e_ms,inference_ms,throughput,ram_peak_mb,energy_mwh,model_size_mb,total_tokens,cost_usd,caption_text,model_name,success,error
2025-12-21 12:49:48,azure_vision_cloud,Azure Vision,Cloud,000000000139,1,488.744063,467.489063,2.0460606597690782,0.3789520263671875,,,6,0.0015,"a person standing in a kitchen",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:49:49,azure_vision_cloud,Azure Vision,Cloud,000000000139,2,493.620585,468.774102,2.025847443132867,0.2070770263671875,,,6,0.0015,"a person standing in a kitchen",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:49:55,azure_vision_cloud,Azure Vision,Cloud,000000000139,3,477.308047,455.786563,2.095083052308146,0.27349853515625,,,6,0.0015,"a person standing in a kitchen",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:49:57,azure_vision_cloud,Azure Vision,Cloud,000000000139,4,472.374844,444.83832,2.116962858420124,0.2461395263671875,,,6,0.0015,"a person standing in a kitchen",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:02,azure_vision_cloud,Azure Vision,Cloud,000000000139,5,476.311015,451.354648,2.0994685583746158,0.2461395263671875,,,6,0.0015,"a person standing in a kitchen",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:04,azure_vision_cloud,Azure Vision,Cloud,000000000285,1,609.61168,586.707696,1.6403885174903474,0.8164520263671875,,,6,0.0015,"a bear sitting in the grass",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:10,azure_vision_cloud,Azure Vision,Cloud,000000000285,2,594.297344,565.552657,1.6826593793426075,0.8281707763671875,,,6,0.0015,"a bear sitting in the grass",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:11,azure_vision_cloud,Azure Vision,Cloud,000000000285,3,622.438867,597.104101,1.6065834783418178,0.8242645263671875,,,6,0.0015,"a bear sitting in the grass",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:17,azure_vision_cloud,Azure Vision,Cloud,000000000285,4,685.984258,660.458047,1.4577593994875608,0.8242645263671875,16.784379,,6,0.0015,"a bear sitting in the grass",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:19,azure_vision_cloud,Azure Vision,Cloud,000000000285,5,647.279102,617.104375,1.544928604847805,0.7969207763671875,,,6,0.0015,"a bear sitting in the grass",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:25,azure_vision_cloud,Azure Vision,Cloud,000000000632,1,604.613242,576.343281,1.65394988156743,0.4844207763671875,,,6,0.0015,"a bedroom with a large window",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:26,azure_vision_cloud,Azure Vision,Cloud,000000000632,2,595.230312,570.453008,1.680021967698446,0.4609832763671875,,,6,0.0015,"a bedroom with a large window",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:32,azure_vision_cloud,Azure Vision,Cloud,000000000632,3,621.118867,600.462343,1.6099977848523477,0.4531707763671875,,,6,0.0015,"a bedroom with a large window",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:33,azure_vision_cloud,Azure Vision,Cloud,000000000632,4,596.329062,567.272187,1.6769264886171185,0.4609832763671875,,,6,0.0015,"a bedroom with a large window",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:39,azure_vision_cloud,Azure Vision,Cloud,000000000632,5,629.659493,601.037265,1.5881599675969629,0.4922332763671875,,,6,0.0015,"a bedroom with a large window",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:41,azure_vision_cloud,Azure Vision,Cloud,000000000724,1,480.742383,461.063242,2.0801161606756025,0.2070770263671875,,,6,0.0015,"a stop sign on a pole",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:46,azure_vision_cloud,Azure Vision,Cloud,000000000724,2,488.970117,464.791797,2.045114752891944,0.2773895263671875,,,6,0.0015,"a stop sign on a pole",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:48,azure_vision_cloud,Azure Vision,Cloud,000000000724,3,490.234687,460.287109,2.0398393392346796,0.2773895263671875,,,6,0.0015,"a stop sign on a pole",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:54,azure_vision_cloud,Azure Vision,Cloud,000000000724,4,482.669921,455.124765,2.0718092354464326,0.2383270263671875,,,6,0.0015,"a stop sign on a pole",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:50:55,azure_vision_cloud,Azure Vision,Cloud,000000000724,5,547.50293,524.8425,1.8264742437086137,0.2383270263671875,,,6,0.0015,"a stop sign on a pole",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:01,azure_vision_cloud,Azure Vision,Cloud,000000000776,1,594.853477,566.075429,1.6810862484039915,0.5000457763671875,,,5,0.0015,"a group of teddy bears",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:03,azure_vision_cloud,Azure Vision,Cloud,000000000776,2,593.480351,571.189687,1.684975750781006,0.7930145263671875,,,5,0.0015,"a group of teddy bears",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:09,azure_vision_cloud,Azure Vision,Cloud,000000000776,3,597.907773,574.106914,1.6724987450531104,0.5078582763671875,,,5,0.0015,"a group of teddy bears",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:10,azure_vision_cloud,Azure Vision,Cloud,000000000776,4,589.586992,566.613086,1.6961025490196024,0.4687957763671875,,,5,0.0015,"a group of teddy bears",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:16,azure_vision_cloud,Azure Vision,Cloud,000000000776,5,577.562578,549.46211,1.731414115268389,0.4922332763671875,16.784379,,5,0.0015,"a group of teddy bears",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:17,azure_vision_cloud,Azure Vision,Cloud,000000000785,1,483.599414,460.172852,2.067827154149529,0.2734832763671875,,,6,0.0015,"a person skiing on the snow",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:23,azure_vision_cloud,Azure Vision,Cloud,000000000785,2,472.500235,455.70957,2.116401063800529,0.2656707763671875,,,6,0.0015,"a person skiing on the snow",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:24,azure_vision_cloud,Azure Vision,Cloud,000000000785,3,477.590586,455.548516,2.0938436169259,0.2969207763671875,,,6,0.0015,"a person skiing on the snow",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:30,azure_vision_cloud,Azure Vision,Cloud,000000000785,4,482.346329,458.358555,2.0731991514752464,0.2344207763671875,,,6,0.0015,"a person skiing on the snow",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:32,azure_vision_cloud,Azure Vision,Cloud,000000000785,5,464.588125,441.936406,2.1524441676162085,0.2070770263671875,,,6,0.0015,"a person skiing on the snow",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:38,azure_vision_cloud,Azure Vision,Cloud,000000000802,1,480.407461,470.439961,2.081566339370404,0.2617645263671875,,,5,0.0015,"a kitchen with white appliances",Azure Computer Vision 2023-10-01,1,""
2025-12-21 12:51:39,azure_vision_cloud,Azure Vision,Cloud,000000000802,2,443.713086,423.445821,2.2537086048438066,0.2031707763671875,,,5,0.0015,"a kitchen with white appliances",Azure Computer Vision 2023-10-01,1,""
